Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Adnp_IP04 Spectral Count	Adnp_IP05 Spectral Count	Adnp_IP06 Spectral Count	Chd4BF_IP07 Spectral Count	Chd4BF_IP08 Spectral Count	Chd4BF_IP09 Spectral Count	RBC_ctrl_IP01 Spectral Count	RBC_ctrl_IP02 Spectral Count	RBC_ctrl_IP03 Spectral Count	Adnp_IP04 Unique Spectral Count	Adnp_IP05 Unique Spectral Count	Adnp_IP06 Unique Spectral Count	Chd4BF_IP07 Unique Spectral Count	Chd4BF_IP08 Unique Spectral Count	Chd4BF_IP09 Unique Spectral Count	RBC_ctrl_IP01 Unique Spectral Count	RBC_ctrl_IP02 Unique Spectral Count	RBC_ctrl_IP03 Unique Spectral Count	Adnp_IP04 Total Spectral Count	Adnp_IP05 Total Spectral Count	Adnp_IP06 Total Spectral Count	Chd4BF_IP07 Total Spectral Count	Chd4BF_IP08 Total Spectral Count	Chd4BF_IP09 Total Spectral Count	RBC_ctrl_IP01 Total Spectral Count	RBC_ctrl_IP02 Total Spectral Count	RBC_ctrl_IP03 Total Spectral Count	Adnp_IP04 Intensity	Adnp_IP05 Intensity	Adnp_IP06 Intensity	Chd4BF_IP07 Intensity	Chd4BF_IP08 Intensity	Chd4BF_IP09 Intensity	RBC_ctrl_IP01 Intensity	RBC_ctrl_IP02 Intensity	RBC_ctrl_IP03 Intensity	Adnp_IP04 MaxLFQ Intensity	Adnp_IP05 MaxLFQ Intensity	Adnp_IP06 MaxLFQ Intensity	Chd4BF_IP07 MaxLFQ Intensity	Chd4BF_IP08 MaxLFQ Intensity	Chd4BF_IP09 MaxLFQ Intensity	RBC_ctrl_IP01 MaxLFQ Intensity	RBC_ctrl_IP02 MaxLFQ Intensity	RBC_ctrl_IP03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q80U70|SUZ12_MOUSE	Q80U70	SUZ12_MOUSE	Suz12	741	Mus musculus OX=10090	1:Experimental evidence at protein level	Polycomb protein Suz12	0.6485	0.9973	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	3961014.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E9PW15|E9PW15_MOUSE
sp|Q80U93|NU214_MOUSE	Q80U93	NU214_MOUSE	Nup214	2085	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear pore complex protein Nup214	1.0	0.999	24	87	73	87	8	13	3	6	7	8	16	17	9	7	10	2	5	6	6	16	12	9	8	13	3	6	7	8	16	17	9	4.7814536E7	5.5480468E7	1.2467428E7	3.6895936E7	2.3691576E7	1.2774123E7	5.1130664E7	4.2447672E7	6.392736E7	1.7591832E7	2.0448384E7	0.0	2.056479E7	1.3260571E7	1.5892209E7	1.986999E7	2.4930516E7	2.4736296E7	
sp|Q80WQ8|M18BP_MOUSE	Q80WQ8	M18BP_MOUSE	Mis18bp1	998	Mus musculus OX=10090	1:Experimental evidence at protein level	Mis18-binding protein 1	1.0	0.999	17	29	14	29	0	0	1	0	27	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	27	1	0	0	0	0.0	0.0	1438349.9	0.0	2.0161036E7	680832.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80Z64-2|NANOG_MOUSE	Q80Z64-2	NANOG_MOUSE	Nanog	280	Mus musculus OX=10090		Isoform 2 of Homeobox protein NANOG	1.0	0.999	3	19	0	19	2	5	3	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	1	6	2	0	0	0	1.8732846E7	1.9509628E7	3.79553E7	1.998704E7	5.8906332E7	9456578.0	0.0	0.0	0.0	2.2913958E7	0.0	3.6261032E7	0.0	5.1757344E7	3.7555992E7	0.0	0.0	0.0	sp|Q80Z64|NANOG_MOUSE
sp|Q810V0|MPP10_MOUSE	Q810V0	MPP10_MOUSE	Mphosph10	681	Mus musculus OX=10090	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	3	5	5	5	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	4490372.5	8288901.0	5053916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8BG05-2|ROA3_MOUSE	Q8BG05-2	ROA3_MOUSE	Hnrnpa3	357	Mus musculus OX=10090		Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3	0.9998	0.999	2	18	0	18	4	2	2	4	2	1	1	1	1	0	0	0	0	0	0	0	0	0	4	2	2	4	2	1	1	1	1	1.253492E7	5586450.0	9017308.0	1.0307278E7	9158443.0	1.0380341E7	1700797.1	2957450.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BG05|ROA3_MOUSE, tr|A2AL12|A2AL12_MOUSE, tr|B2RXM2|B2RXM2_MOUSE
sp|Q8BHS3|RBM22_MOUSE	Q8BHS3	RBM22_MOUSE	Rbm22	420	Mus musculus OX=10090	1:Experimental evidence at protein level	Pre-mRNA-splicing factor RBM22	1.0	0.9988	3	3	3	3	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0.0	9230868.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8BHX3-2|BOREA_MOUSE	Q8BHX3-2	BOREA_MOUSE	Cdca8	326	Mus musculus OX=10090		Isoform 2 of Borealin	1.0	0.9989	2	5	0	5	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0.0	1.7151972E7	3422371.8	8284607.5	2.5030616E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BHX3|BOREA_MOUSE
sp|Q8BHZ4|ZN592_MOUSE	Q8BHZ4	ZN592_MOUSE	Znf592	1262	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger protein 592	0.9999	0.999	2	5	5	5	0	0	0	3	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0.0	0.0	0.0	4770748.0	487239.8	4348991.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8BI22-2|CE128_MOUSE	Q8BI22-2	CE128_MOUSE	Cep128	1026	Mus musculus OX=10090		Isoform 2 of Centrosomal protein of 128 kDa	0.9982	0.9984	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BI22|CE128_MOUSE
sp|Q8BJW5-2|NOL11_MOUSE	Q8BJW5-2	NOL11_MOUSE	Nol11	703	Mus musculus OX=10090		Isoform 2 of Nucleolar protein 11	0.8242	0.999	1	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	9803477.0	1.5503617E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BJW5|NOL11_MOUSE
sp|Q8BK35|NOP53_MOUSE	Q8BK35	NOP53_MOUSE	Nop53	484	Mus musculus OX=10090	1:Experimental evidence at protein level	Ribosome biogenesis protein NOP53	1.0	0.999	9	35	35	35	6	6	2	4	10	6	0	0	1	6	6	2	4	10	6	0	0	1	6	6	2	4	10	6	0	0	1	2.7027248E7	3.777404E7	2.0035124E7	1.0882484E7	7.3515488E7	0.0	0.0	0.0	7822555.0	1.6526261E7	2.83701E7	1.3140451E7	1.4877258E7	4.0923992E7	2.4196962E7	0.0	0.0	0.0	
sp|Q8BK67|RCC2_MOUSE	Q8BK67	RCC2_MOUSE	Rcc2	520	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein RCC2	1.0	0.9989	1	4	4	4	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0	0.0	0.0	4094593.2	3231313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8BKS9|PUM3_MOUSE	Q8BKS9	PUM3_MOUSE	Pum3	647	Mus musculus OX=10090	1:Experimental evidence at protein level	Pumilio homolog 3	0.9998	0.9989	2	4	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1.5389138E7	9584551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0N4SUH4|A0A0N4SUH4_MOUSE
sp|Q8BL97-2|SRSF7_MOUSE	Q8BL97-2	SRSF7_MOUSE	Srsf7	238	Mus musculus OX=10090		Isoform 2 of Serine/arginine-rich splicing factor 7	0.805	0.9988	1	10	0	10	1	2	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	0	1	1	6727161.5	1.1234492E7	8212774.5	1.5889052E7	1.0502894E7	1.034098E7	0.0	6865926.5	1.1593081E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BL97-3|SRSF7_MOUSE, sp|Q8BL97-4|SRSF7_MOUSE, sp|Q8BL97|SRSF7_MOUSE
sp|Q8BLM0|KLF8_MOUSE	Q8BLM0	KLF8_MOUSE	Klf8	355	Mus musculus OX=10090	2:Experimental evidence at transcript level	Krueppel-like factor 8	1.0	0.999	3	16	14	16	1	3	4	1	7	0	0	0	0	1	3	3	1	6	0	0	0	0	1	3	4	1	7	0	0	0	0	0.0	1.5204832E7	6.2997176E7	0.0	7.0500352E7	0.0	0.0	0.0	0.0	0.0	8637086.0	2.3318578E7	0.0	2.75755E7	0.0	0.0	0.0	0.0	
sp|Q8BMQ2|TF3C4_MOUSE	Q8BMQ2	TF3C4_MOUSE	Gtf3c4	817	Mus musculus OX=10090	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 4	1.0	0.999	8	13	0	13	3	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	0	2	0	0	0	0	9708181.0	6462116.0	1.4389274E7	0.0	6041165.5	0.0	0.0	0.0	0.0	6627183.5	0.0	9780258.0	0.0	6149971.0	0.0	0.0	0.0	0.0	
sp|Q8BP67|RL24_MOUSE	Q8BP67	RL24_MOUSE	Rpl24	157	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L24	1.0	0.999	5	52	33	52	5	7	6	6	9	8	4	4	3	3	5	4	4	5	6	2	3	1	5	7	6	6	9	8	4	4	3	6.205866E7	1.83510592E8	1.14130688E8	1.53087424E8	3.29814592E8	1.57592512E8	3.0475144E7	6.0546292E7	3.7578524E7	4.2004508E7	8.0715992E7	4.0699E7	6.1854256E7	1.32145648E8	5.2862744E7	3.470598E7	2.60076E7	5.7350764E7	
sp|Q8BRB7-2|KAT6B_MOUSE	Q8BRB7-2	KAT6B_MOUSE	Kat6b	1763	Mus musculus OX=10090		Isoform 2 of Histone acetyltransferase KAT6B	0.9995	0.9985	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	4351077.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8BRB7|KAT6B_MOUSE
sp|Q8BVY0|RL1D1_MOUSE	Q8BVY0	RL1D1_MOUSE	Rsl1d1	452	Mus musculus OX=10090	1:Experimental evidence at protein level	Ribosomal L1 domain-containing protein 1	1.0	0.999	11	37	23	37	7	14	7	5	2	2	0	0	0	5	10	4	2	1	1	0	0	0	7	14	7	5	2	2	0	0	0	2.4850906E7	5.197716E7	2.65134E7	2682420.5	1.0078519E7	1.1674875E7	0.0	0.0	0.0	1.094212E7	1.7229384E7	1.0661766E7	6853555.5	1.343338E7	1.0619636E7	0.0	0.0	0.0	
sp|Q8BX22|SALL4_MOUSE	Q8BX22	SALL4_MOUSE	Sall4	1067	Mus musculus OX=10090	1:Experimental evidence at protein level	Sal-like protein 4	1.0	0.999	41	268	45	268	0	0	0	120	14	134	0	0	0	0	0	0	19	3	23	0	0	0	0	0	0	120	14	134	0	0	0	0.0	0.0	0.0	1.16628672E9	6.6129848E7	1.0124841E9	0.0	0.0	0.0	0.0	0.0	0.0	4.45225536E8	2.9210808E7	4.88317344E8	0.0	0.0	0.0	
sp|Q8BZH4|POGZ_MOUSE	Q8BZH4	POGZ_MOUSE	Pogz	1409	Mus musculus OX=10090	1:Experimental evidence at protein level	Pogo transposable element with ZNF domain	1.0	0.999	55	619	0	619	0	0	0	66	522	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	522	31	0	0	0	0.0	0.0	0.0	3.50689952E8	9.4554767E9	6.1262136E7	0.0	0.0	0.0	0.0	0.0	0.0	2.0808224E8	3.69929805E9	1.78739472E8	0.0	0.0	0.0	
sp|Q8C0C7|SYFA_MOUSE	Q8C0C7	SYFA_MOUSE	Farsa	508	Mus musculus OX=10090	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase alpha subunit	1.0	0.999	5	12	0	12	0	0	1	1	6	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	1	1	2	0	0.0	0.0	3707662.5	7695314.0	1.3320632E7	5155558.0	3375069.2	3597666.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E9PWY9|E9PWY9_MOUSE
sp|Q8C2Q3|RBM14_MOUSE	Q8C2Q3	RBM14_MOUSE	Rbm14	669	Mus musculus OX=10090	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.999	13	96	24	96	13	17	10	9	15	16	5	6	5	2	5	3	2	4	5	1	1	1	13	17	10	9	15	16	5	6	5	7.4716512E7	1.36246992E8	6.1385432E7	9.119784E7	1.032338E8	1.43469696E8	2.2997292E7	3.242428E7	3.7582488E7	4.5954036E7	6.826988E7	3.6050392E7	4.442384E7	5.6676252E7	7.3335496E7	1.3085086E7	1.9321944E7	3.2202732E7	
sp|Q8C4J7|TBL3_MOUSE	Q8C4J7	TBL3_MOUSE	Tbl3	801	Mus musculus OX=10090	2:Experimental evidence at transcript level	Transducin beta-like protein 3	0.9997	0.9988	2	2	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2889363.2	7938332.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8C570|RAE1L_MOUSE	Q8C570	RAE1L_MOUSE	Rae1	368	Mus musculus OX=10090	1:Experimental evidence at protein level	mRNA export factor	1.0	0.9982	3	3	2	3	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0.0	1.7603024E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8C6B9|AROS_MOUSE	Q8C6B9	AROS_MOUSE	Rps19bp1	143	Mus musculus OX=10090	1:Experimental evidence at protein level	Active regulator of SIRT1	0.7369	0.9983	1	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	5644359.5	0.0	1.0004389E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A2R8VHY2|A0A2R8VHY2_MOUSE
sp|Q8C796|RCOR2_MOUSE	Q8C796	RCOR2_MOUSE	Rcor2	523	Mus musculus OX=10090	1:Experimental evidence at protein level	REST corepressor 2	1.0	0.999	21	99	0	99	26	14	50	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	50	0	9	0	0	0	0	9.8806592E7	9.7182904E7	3.50994816E8	0.0	8.51308E7	0.0	0.0	0.0	0.0	5.2801408E7	4.4461388E7	1.74142416E8	0.0	4.6065968E7	0.0	0.0	0.0	0.0	
sp|Q8CB62-2|CNTRB_MOUSE	Q8CB62-2	CNTRB_MOUSE	Cntrob	662	Mus musculus OX=10090		Isoform 2 of Centrobin	1.0	0.999	4	8	0	8	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	2	0	0	0	4054695.5	8113903.0	0.0	0.0	725501.8	8885979.0	0.0	0.0	0.0	0.0	9664436.0	0.0	0.0	0.0	6871149.0	0.0	0.0	0.0	sp|Q8CB62|CNTRB_MOUSE
sp|Q8CCG4|DPPA4_MOUSE	Q8CCG4	DPPA4_MOUSE	Dppa4	296	Mus musculus OX=10090	1:Experimental evidence at protein level	Developmental pluripotency-associated protein 4	0.8161	0.9989	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	1.2095966E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E9PUG8|E9PUG8_MOUSE
sp|Q8CCI5|RYBP_MOUSE	Q8CCI5	RYBP_MOUSE	Rybp	228	Mus musculus OX=10090	1:Experimental evidence at protein level	RING1 and YY1-binding protein	1.0	0.999	8	38	38	38	0	0	0	3	34	1	0	0	0	0	0	0	3	34	1	0	0	0	0	0	0	3	34	1	0	0	0	0.0	0.0	0.0	2.467038E7	8.124512E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4432582E7	3.31102176E8	0.0	0.0	0.0	0.0	
sp|Q8CDD9|LRIF1_MOUSE	Q8CDD9	LRIF1_MOUSE	Lrif1	755	Mus musculus OX=10090	1:Experimental evidence at protein level	Ligand-dependent nuclear receptor-interacting factor 1	0.9974	0.999	5	8	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0.0	0.0	0.0	0.0	1.82507616E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8CEC0-2|NUP88_MOUSE	Q8CEC0-2	NUP88_MOUSE	Nup88	747	Mus musculus OX=10090		Isoform 2 of Nuclear pore complex protein Nup88	1.0	0.999	10	26	0	26	0	3	1	1	1	3	4	9	4	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	4	9	4	0.0	1.4135267E7	0.0	1.78073E7	0.0	3.0809186E7	3.2936392E7	3.85452E7	3.6168824E7	0.0	2.145626E7	0.0	0.0	0.0	1.8616154E7	1.3253515E7	1.5294161E7	2.1767236E7	sp|Q8CEC0-3|NUP88_MOUSE, sp|Q8CEC0|NUP88_MOUSE
sp|Q8CEE0-2|CEP57_MOUSE	Q8CEE0-2	CEP57_MOUSE	Cep57	473	Mus musculus OX=10090		Isoform 2 of Centrosomal protein of 57 kDa	1.0	0.9989	1	10	0	10	2	1	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	2	0	2	0	7880263.0	1.7844614E7	0.0	6032858.0	5691715.5	8126142.5	0.0	2333285.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8CEE0|CEP57_MOUSE, tr|B8JJE7|B8JJE7_MOUSE, tr|D6RDR1|D6RDR1_MOUSE
sp|Q8CGP1|H2B1K_MOUSE	Q8CGP1	H2B1K_MOUSE	Hist1h2bk	126	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone H2B type 1-K	0.9956	0.999	18	524	0	703	71	74	99	62	74	51	25	31	37	0	0	0	0	0	0	0	0	0	94	105	128	85	99	70	32	40	50	2.03958272E10	3.09589565E10	3.16857119E10	2.41078088E10	3.08175258E10	1.88168909E10	4.10850995E9	2.73419725E9	8.2194714E9	1.45988669E10	1.40963062E10	2.0719102E10	1.35592878E10	1.545391E10	9.9652004E9	3.11732326E9	2.09618637E9	6.6546007E9	
sp|Q8CHC8|ADNP2_MOUSE	Q8CHC8	ADNP2_MOUSE	Adnp2	1165	Mus musculus OX=10090	2:Experimental evidence at transcript level	Activity-dependent neuroprotector homeobox protein 2	1.0	0.999	24	116	116	116	0	0	0	46	29	41	0	0	0	0	0	0	46	29	41	0	0	0	0	0	0	46	29	41	0	0	0	0.0	0.0	0.0	3.08863744E8	3.21005536E8	3.20642336E8	0.0	0.0	0.0	0.0	0.0	0.0	1.29322272E8	9.3651016E7	1.33702864E8	0.0	0.0	0.0	
sp|Q8CHY6|P66A_MOUSE	Q8CHY6	P66A_MOUSE	Gatad2a	629	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcriptional repressor p66 alpha	1.0	0.999	39	675	5	761	0	0	0	319	56	300	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	364	58	339	0	0	0	0.0	0.0	0.0	6.0294932E9	3.81074944E8	6.478847E9	0.0	0.0	0.0	0.0	0.0	0.0	2.34586778E9	1.47743824E8	2.53673267E9	0.0	0.0	0.0	
sp|Q8CI11|GNL3_MOUSE	Q8CI11	GNL3_MOUSE	Gnl3	538	Mus musculus OX=10090	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 3	1.0	0.999	12	58	7	58	8	8	8	5	9	7	7	4	2	2	1	1	0	0	0	2	1	0	8	8	8	5	9	7	7	4	2	7.882728E7	6.9508584E7	6.6479092E7	5.1717628E7	6.751864E7	5.6231332E7	6.3321856E7	5.9456576E7	4.4151992E7	4.12365E7	3.8714228E7	3.4729008E7	4.1272784E7	4.5642788E7	4.8959164E7	3.6164256E7	3.3973688E7	3.4264344E7	
sp|Q8CJ40-2|CROCC_MOUSE	Q8CJ40-2	CROCC_MOUSE	Crocc	1845	Mus musculus OX=10090		Isoform 2 of Rootletin	0.9992	0.999	2	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1328237.5	1.9976998E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8CJ40-3|CROCC_MOUSE, sp|Q8CJ40|CROCC_MOUSE
sp|Q8K224|NAT10_MOUSE	Q8K224	NAT10_MOUSE	Nat10	1024	Mus musculus OX=10090	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	1.0	0.999	2	10	10	10	3	1	2	2	2	0	0	0	0	3	1	2	2	2	0	0	0	0	3	1	2	2	2	0	0	0	0	7346543.5	2091222.5	3637719.0	6712506.5	989221.75	0.0	0.0	0.0	0.0	5137185.0	0.0	2758101.2	4915566.5	0.0	0.0	0.0	0.0	0.0	
sp|Q8K284-2|TF3C1_MOUSE	Q8K284-2	TF3C1_MOUSE	Gtf3c1	2005	Mus musculus OX=10090		Isoform 2 of General transcription factor 3C polypeptide 1	1.0	0.999	6	13	0	13	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	6	0	0	0	0	0	0	1.1925267E7	1.0492694E7	3.9216904E7	0.0	0.0	0.0	0.0	0.0	0.0	6834434.0	5449537.5	1.4756629E7	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8K284|TF3C1_MOUSE, tr|A0A0U1RPD8|A0A0U1RPD8_MOUSE
sp|Q8K2J4|CCD14_MOUSE	Q8K2J4	CCD14_MOUSE	Ccdc14	934	Mus musculus OX=10090	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 14	1.0	0.999	2	8	0	8	1	2	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	2	0	1	0	3689174.8	4892325.5	0.0	2208980.2	2129823.0	4467999.5	0.0	1371395.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A338P6V9|A0A338P6V9_MOUSE
sp|Q8K310|MATR3_MOUSE	Q8K310	MATR3_MOUSE	Matr3	846	Mus musculus OX=10090	1:Experimental evidence at protein level	Matrin-3	1.0	0.999	15	96	0	96	14	15	21	10	22	9	0	0	5	0	0	0	0	0	0	0	0	0	14	15	21	10	22	9	0	0	5	7.1456288E7	1.10414152E8	8.06004E7	7.4219056E7	1.45228544E8	8.0453456E7	0.0	0.0	2.987573E7	4.0440752E7	5.9447016E7	4.8004692E7	4.1217204E7	7.3669344E7	4.0915716E7	0.0	0.0	2.3025746E7	
sp|Q8K327|CHAP1_MOUSE	Q8K327	CHAP1_MOUSE	Champ1	802	Mus musculus OX=10090	1:Experimental evidence at protein level	Chromosome alignment-maintaining phosphoprotein 1	1.0	0.999	57	265	0	265	0	1	0	13	246	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	246	5	0	0	0	0.0	0.0	0.0	1.2524528E8	4.29026842E9	1.51890912E8	0.0	0.0	0.0	0.0	0.0	0.0	4.8623964E7	1.68429107E9	9.543892E7	0.0	0.0	0.0	tr|A0A140T8S5|A0A140T8S5_MOUSE
sp|Q8K389|CK5P2_MOUSE	Q8K389	CK5P2_MOUSE	Cdk5rap2	1822	Mus musculus OX=10090	1:Experimental evidence at protein level	CDK5 regulatory subunit-associated protein 2	1.0	0.999	7	14	13	14	3	5	0	2	1	3	0	0	0	3	4	0	2	1	3	0	0	0	3	5	0	2	1	3	0	0	0	2827876.2	1.330191E7	0.0	2129449.0	0.0	1.0253362E7	0.0	0.0	0.0	3192240.0	7014830.0	0.0	0.0	0.0	5959300.5	0.0	0.0	0.0	
sp|Q8K3F7|TDH_MOUSE	Q8K3F7	TDH_MOUSE	Tdh	373	Mus musculus OX=10090	1:Experimental evidence at protein level	L-threonine 3-dehydrogenase, mitochondrial	1.0	0.999	7	22	6	22	3	2	0	0	9	4	1	2	1	1	1	0	0	4	0	0	0	0	3	2	0	0	9	4	1	2	1	1.8273508E7	1.4098473E7	0.0	0.0	3.4185572E7	4.8571324E7	0.0	9384052.0	1.8745774E7	9208761.0	1.5097492E7	0.0	0.0	1.9050336E7	2.5966914E7	0.0	1.0088602E7	0.0	
sp|Q8K3Y3|LN28A_MOUSE	Q8K3Y3	LN28A_MOUSE	Lin28a	209	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein lin-28 homolog A	0.8246	0.999	1	7	7	7	1	1	0	2	2	1	0	0	0	1	1	0	2	2	1	0	0	0	1	1	0	2	2	1	0	0	0	4248703.0	6542362.5	0.0	8069601.5	5700458.5	5389989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8K3Z9|PO121_MOUSE	Q8K3Z9	PO121_MOUSE	Pom121	1200	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121	1.0	0.999	3	17	17	17	1	3	1	1	1	1	3	3	3	1	3	1	1	1	1	3	3	3	1	3	1	1	1	1	3	3	3	7040520.5	2.0331748E7	5215246.5	9037602.0	5002831.5	7120173.5	1.9658056E7	2.2551602E7	2.20899E7	0.0	1.0752935E7	0.0	0.0	0.0	0.0	1.0380357E7	1.1958327E7	0.0	
